fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type,tS1,tS2,tS3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,White,-9.084532586,3.868776371,31.05940698,-2.949058568,-1.657285611,0.227493117,0.562210624,-0.625166757,0.568491162,-0.073637955,-1.090122492,-0.127984553,-1.137832383,-0.249463697
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,White,-15.71896086,-18.60758929,16.91233745,-2.082333327,-1.190672082,-1.309776314,-1.193025029,-2.204908772,-1.2797423,-0.264337256,0.710538283,0.095256256,-0.115077552,0.46203604
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,White,1.793104852,-5.607410783,28.07782388,-2.444058418,-2.133176061,-0.097280297,0.636918409,-0.006948458,-0.457223156,0.955100031,-0.325714945,0.217608945,-0.475623019,0.008119538
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,White,-15.71846138,-18.60626861,16.91154348,-2.082333327,-1.190672082,-1.309776314,-1.193025029,-2.204908772,-1.2797423,-0.264337256,0.710538283,0.095256256,-0.115077552,0.46203604
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,White,1.79304056,-5.607404492,28.07786958,-2.444058418,-2.133176061,-0.097280297,0.636918409,-0.006948458,-0.457223156,0.955100031,-0.325714945,0.217608945,-0.475623019,0.008119538
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,White,1.792727946,-5.607415619,28.0772479,-2.444058418,-2.133176061,-0.097280297,0.636918409,-0.006948458,-0.457223156,0.955100031,-0.325714945,0.217608945,-0.475623019,0.008119538
6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5,White,3.374454817,-23.97824862,-7.756623166,-0.765387501,0.052691489,1.181652538,-0.049912572,0.125481157,-1.438623171,-0.046008808,0.384642116,0.511299667,0.254180496,0.126724477
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,White,-15.71817968,-18.60623348,16.91155329,-2.082333327,-1.190672082,-1.309776314,-1.193025029,-2.204908772,-1.2797423,-0.264337256,0.710538283,0.095256256,-0.115077552,0.46203604
7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5,White,-9.209290807,-18.47769558,-15.72760099,0.426424597,-0.241401119,2.810185561,-1.063529673,0.5180296,0.718560169,-0.595611749,-0.411930517,-1.004737029,0.415743166,0.206624307
7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5,White,10.27328254,9.327810135,3.964135796,-1.995533023,-1.5171937,0.61847544,0.537355217,-0.211587667,-1.256565572,0.228741217,0.826322883,0.690568231,-0.138784846,-0.155468823
7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5,White,4.607892301,-4.798351027,6.707673263,-2.736408201,-1.983755481,0.735814448,0.806522623,-0.634265592,-1.006254566,0.407954689,0.89778399,0.947238159,0.134782561,-0.053601279
7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,White,-7.957708873,-13.57748088,3.729479875,0.089688957,0.174006754,-1.020387859,-0.489403565,1.16241694,-1.000033586,0.356943036,-1.715522984,0.023962426,0.021727923,0.149246323
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,White,1.793100716,-5.607305856,28.07725661,-2.444058418,-2.133176061,-0.097280297,0.636918409,-0.006948458,-0.457223156,0.955100031,-0.325714945,0.217608945,-0.475623019,0.008119538
7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,5,White,8.364336625,-6.776523915,15.43880149,-2.142287278,-2.164346982,-0.073698972,0.569601033,-0.034013154,-0.421035365,0.938544354,-0.382423958,0.084731554,-0.34028786,0.128593765
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,White,8.303179514,-4.029980713,-9.063956452,-2.263774895,-2.336189423,1.036360261,0.338605204,-1.216876921,-1.076350589,-0.18353485,0.278781009,0.838383027,0.317434166,0.336765824
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,White,8.303239109,-4.029974716,-9.064072452,-2.263774895,-2.336189423,1.036360261,0.338605204,-1.216876921,-1.076350589,-0.18353485,0.278781009,0.838383027,0.317434166,0.336765824
6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5,White,27.23307014,3.227499422,-4.147155516,-1.091093012,-0.807353806,0.039407126,-0.992433829,0.471137139,-0.338596575,0.199889588,0.34742892,-0.297756437,-0.41527538,0.133741549
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,White,-14.28445566,2.663827777,16.26692814,-3.357873018,-0.662076769,0.051516141,0.26412025,0.22923259,1.348623908,0.185007078,-0.525579007,-0.587886607,0.513960395,-0.372588476
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,White,7.075914232,11.44372119,-8.193106318,-3.017072649,-0.647495193,-1.455405884,-1.113651783,-0.016323144,0.073151854,0.192434015,0.503456497,-1.547179546,0.399030846,0.155068709
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,White,7.075901908,11.4437151,-8.193060491,-3.017072649,-0.647495193,-1.455405884,-1.113651783,-0.016323144,0.073151854,0.192434015,0.503456497,-1.547179546,0.399030846,0.155068709
7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,White,-20.18521214,1.919166124,-0.148119132,0.263095345,-0.938306988,-0.815429395,0.417061495,-0.917739179,-1.051461876,0.020982735,-0.185346865,0.019536195,-0.174478649,0.145253319
6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7,White,-10.42890375,-13.64201292,-18.29660855,0.895895639,2.43865181,-0.160582969,1.134546538,0.214679656,0.775581811,0.880756374,0.188437125,-0.422441645,0.191273933,0.313548919
10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6,White,16.43685178,16.35677347,-8.889174338,-3.084126243,-0.95098746,-0.23086117,-1.076417257,-1.628674831,1.43666942,0.086711086,-1.134220042,-0.009691714,0.340772792,-0.656572649
7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5,White,-2.94114045,-18.39416696,16.39883534,-0.944089673,0.21137966,0.296340954,-2.20914061,-0.706832473,-0.112684251,-0.108267526,-0.488691744,0.639999234,-0.218672629,-0.179830947
8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,White,21.25320721,3.196800013,16.45825905,-2.180646022,-1.100918656,-0.462790163,-0.723210555,-1.077724646,0.214595067,-0.251464445,-0.895203775,-0.348837238,-0.706709853,-0.47984499
7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5,White,-14.53741658,-16.49432814,0.965311153,0.25715165,0.263629235,0.110459492,-1.45137617,0.538299453,0.304070356,0.370923432,-1.0900443,-0.246149869,0.132912083,-0.183307993
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,White,-14.2842204,2.663837583,16.26706586,-3.357873018,-0.662076769,0.051516141,0.26412025,0.22923259,1.348623908,0.185007078,-0.525579007,-0.587886607,0.513960395,-0.372588476
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,White,7.075977931,11.44357063,-8.193970907,-3.017072649,-0.647495193,-1.455405884,-1.113651783,-0.016323144,0.073151854,0.192434015,0.503456497,-1.547179546,0.399030846,0.155068709
6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5,White,0.191431323,-15.38479414,16.16035461,0.542667212,0.238560057,-0.457529386,-0.652625444,0.722196835,-0.661462689,0.710525735,-1.202963653,0.078493717,-0.415083233,-0.023878632
7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7,White,-1.199642278,5.479961296,-13.39463809,-0.820674678,1.998777453,-0.159060888,1.131539881,0.610348451,1.549442925,0.722585846,-0.166160243,-0.736033358,0.490298547,-0.204856795
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,White,-24.3618402,-12.9191791,-6.243953253,0.078165369,2.010789197,-1.30007808,-0.433228154,-0.938592307,1.438025067,0.830187842,-0.451104929,-0.023848044,-0.029991714,0.084820182
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,White,3.695546842,-19.88847875,-11.46851273,-1.522311435,-0.809785268,0.365008145,-0.530177794,0.116637918,-0.736889244,-0.695812473,0.155885506,0.796389666,0.530842922,-0.151954527
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,White,4.219945922,3.930049592,0.179618829,-2.321488852,-0.828729054,0.513189496,-0.60349084,0.675345074,0.082270496,-0.017072537,-0.130201451,-0.207010094,0.295899104,-0.062030173
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,White,-21.47845174,14.65793738,-9.227652543,0.629763746,0.584806816,-0.957581312,-0.480540928,0.202162617,-0.014650151,-0.443713328,-2.165955505,-0.204391041,0.236497731,0.298360248
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,White,-9.387095524,-21.85776491,10.28707576,-0.47326192,0.924739435,-0.166651257,-1.076364883,-1.200490224,0.774845492,0.496625421,-0.500246242,0.564861271,-0.129278515,-0.283371516
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,White,27.18803674,-7.159053646,1.435236166,-0.499720672,0.041119311,-0.177845037,-0.663965817,0.109985416,-0.09308394,-0.767945456,-0.788934769,-0.560294536,-0.669138649,-0.569096907
6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6,White,15.61033436,-17.89667659,-0.680398652,-0.157621596,1.869405061,0.35672717,-1.351623893,-0.191354159,1.168959681,0.70012585,0.234488739,-0.213616887,-0.359740973,-0.070734936
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,White,-24.36260286,-12.91866751,-6.242079029,0.078165369,2.010789197,-1.30007808,-0.433228154,-0.938592307,1.438025067,0.830187842,-0.451104929,-0.023848044,-0.029991714,0.084820182
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,White,4.219946035,3.930049586,0.179618829,-2.321488852,-0.828729054,0.513189496,-0.60349084,0.675345074,0.082270496,-0.017072537,-0.130201451,-0.207010094,0.295899104,-0.062030173
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,White,-21.47836237,14.65788221,-9.227649595,0.629763746,0.584806816,-0.957581312,-0.480540928,0.202162617,-0.014650151,-0.443713328,-2.165955505,-0.204391041,0.236497731,0.298360248
6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6,White,5.943127157,10.79713553,2.87697748,-2.224292874,-1.849786478,0.366066628,1.163447735,-0.726275881,0.349015305,0.170548109,-0.388818151,-0.282222352,0.131921586,0.154801145
7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6,White,1.605743453,-4.410152964,8.820261064,-2.630135951,-1.76606955,-0.888578934,1.530880022,-0.110891271,-0.611049409,0.287486734,-0.065486187,-0.205587026,0.093589645,0.135266668
8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,White,5.334172474,15.45140015,-17.70731,-2.127721105,-0.257348086,-0.527147795,0.702017636,-1.028701267,1.062742564,-0.359809034,-0.065912668,-0.28460452,0.314035932,-0.416126361
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,White,3.695452288,-19.8881802,-11.46833581,-1.522311435,-0.809785268,0.365008145,-0.530177794,0.116637918,-0.736889244,-0.695812473,0.155885506,0.796389666,0.530842922,-0.151954527
7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5,White,11.45087494,-20.46109959,-1.887556627,-0.514531869,-0.363437316,1.1179871,-0.512961632,0.416463153,-0.957716165,-1.203456145,-0.536687447,0.663865266,0.000526626,-0.312694989
8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5,White,-22.25523712,20.70181243,5.649617833,0.813438611,0.579393117,0.19814562,-2.286635878,-0.242886141,0.04714708,0.312615268,-1.090186818,-0.293111179,0.216986732,0.186869845
7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,White,-9.735453399,-12.95206582,21.18250322,0.332706913,0.274268663,0.582655879,-2.404925057,0.616722867,-1.332517646,0.371223606,-0.368158587,0.351106365,-0.329883273,-0.168855001
6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6,White,-24.45433741,-7.188080214,9.967447714,0.830032132,-0.79449795,-2.651981669,-1.304505112,1.450807563,0.62250427,-2.458961437,2.033123716,1.086449515,-0.71933455,0.239411444
6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6,White,-24.55233754,-6.809370972,10.07277739,0.946396473,-0.887784715,-2.623900666,-1.313045065,1.423993081,0.717546999,-2.472567043,2.07709975,1.09743328,-0.76386817,0.23243356
7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,White,10.65120831,6.465900586,-4.411979203,-1.109784909,0.592402985,0.608971109,-1.139534005,1.368832519,0.602621399,-0.06557685,-0.297956039,0.003111337,0.094596697,-0.468661484
7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,White,4.871391394,-1.725625235,15.74605741,-1.462650368,0.929270575,0.584951429,0.33914444,0.36397163,0.372575416,0.161747937,0.698452204,0.305025507,-0.326810847,-0.47993097
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,White,11.04599726,8.875766544,-0.592279844,-1.903359275,-0.673329072,0.74986915,-0.652532809,-0.062078332,0.22975732,0.664970888,0.129249232,0.055089494,0.163130657,-0.368864384
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,White,-5.792901274,-1.589521829,29.54627903,-2.714409432,-0.353566635,0.225629462,0.074960064,-0.308550786,0.731224445,0.25922271,0.159143243,-0.055238627,-0.514876892,-0.845527423
7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3,White,-16.26047227,5.501539776,23.28065476,-3.829439907,-0.293072983,3.368969168,0.881586954,5.130924059,2.166023035,2.174220934,1.175024903,-0.255064289,1.956528151,-0.753545946
9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6,White,-21.77567844,-1.709050518,5.260347387,0.428484844,-0.361172213,0.78068786,-1.986338695,-1.609150925,1.710805217,0.49752524,0.165517247,-1.316652101,-0.31486882,0.174221047
7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,5,White,20.89708525,3.098272954,16.06248324,-1.667601161,-1.611704333,-0.953607,-1.911401759,0.252177368,0.074593846,0.441591224,1.528081124,-0.740090024,-0.87205921,0.221005119
6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,White,-21.76012066,-0.344163098,-12.17748306,0.665294012,0.731810843,-0.608614276,0.032708717,0.445764149,-0.503080086,-0.040989707,-0.805346907,-0.423867189,0.095718393,0.44558866
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,White,11.04582279,8.875746853,-0.592281519,-1.903359275,-0.673329072,0.74986915,-0.652532809,-0.062078332,0.22975732,0.664970888,0.129249232,0.055089494,0.163130657,-0.368864384
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,White,-5.792888504,-1.589776215,29.54576743,-2.714409432,-0.353566635,0.225629462,0.074960064,-0.308550786,0.731224445,0.25922271,0.159143243,-0.055238627,-0.514876892,-0.845527423
7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7,White,20.27239102,3.33485511,2.220119037,-0.863607444,1.21421232,-0.135530432,0.51238558,0.045893773,0.514934175,-1.459891363,0.495638824,0.513924212,-0.670719151,-0.699760028
7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5,White,-21.24339217,2.008735402,-16.1512558,-0.05228732,0.80237805,0.820879769,-1.095781857,0.692229011,-1.620354259,-0.783887296,0.142193069,-0.031576675,0.536596005,0.08013004
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,White,20.57230919,-7.313417258,-17.49918214,-1.252549546,-1.020563881,0.753698164,-0.990831862,0.115253127,-0.254311494,-0.377165428,0.036233616,-0.17423424,0.021523909,0.101271964
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,White,-9.584291798,4.698269522,31.4156946,-3.207881531,-2.803066371,-1.20321474,-0.4328862,-0.220255444,0.019042754,1.314564404,-0.413403322,-0.416096933,-1.327356886,-0.071759072
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,White,20.57240121,-7.313280471,-17.49892232,-1.252549546,-1.020563881,0.753698164,-0.990831862,0.115253127,-0.254311494,-0.377165428,0.036233616,-0.17423424,0.021523909,0.101271964
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,White,-9.584293428,4.698239657,31.41569436,-3.207881531,-2.803066371,-1.20321474,-0.4328862,-0.220255444,0.019042754,1.314564404,-0.413403322,-0.416096933,-1.327356886,-0.071759072
6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,5,White,6.303553424,-4.221840489,14.42476206,-2.385056563,-1.163050298,0.073358558,0.099606741,0.365138777,-0.538602545,0.613414948,0.017446642,0.160700558,-0.132716106,0.114876705
6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,White,-4.740243719,1.100491419,8.915136576,-1.764328054,-0.416705892,0.518246103,-1.145731646,1.880728699,0.878634395,0.249567847,0.302597948,-1.563676954,0.107747477,0.104191035
8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6,White,18.42816941,4.13160068,-19.22680586,-1.319751773,-0.257938503,-0.433398996,-0.199535637,-0.194486811,0.753723338,0.00428689,-0.950204971,-0.090673687,-0.039626233,-0.127734817
6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6,White,3.503675326,14.48390605,-17.57851741,-1.624263783,-1.510866239,1.077095171,2.171705387,-0.005416493,-1.267166264,-1.069519862,1.209601917,0.279164026,0.39999576,-0.001345083
5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,White,-4.740447681,1.101770967,8.916246673,-1.764328054,-0.416705892,0.518246103,-1.145731646,1.880728699,0.878634395,0.249567847,0.302597948,-1.563676954,0.107747477,0.104191035
7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,White,11.68250829,-13.394398,-10.69547736,-0.146128955,1.024719061,-0.256286856,1.195679568,0.378831108,-0.383748533,-1.038676452,-0.299230615,-0.623598916,-0.146195666,-0.217378905
6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5,White,28.06015803,2.449552371,-3.724608672,-1.308151415,-0.693036469,-0.221272064,-1.381024832,0.306082465,-0.139058411,0.204331806,0.034354292,-0.198810371,-0.393046153,0.005732445
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,White,-6.992760472,-3.663798552,27.82979387,-3.165514743,-1.791550742,1.286552953,-0.122299997,-1.0141467,0.936432043,0.522692737,-1.060174144,0.961447252,-0.170852694,-0.697034678
9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4,White,18.33012521,0.935041495,12.50817781,0.386891484,-1.950338634,0.860524919,-1.771564963,0.994189035,1.256962182,2.964129281,1.150372023,-2.209089183,-0.729604725,-0.314455108
8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7,White,20.1407012,-13.05310458,-5.608202838,-0.995784489,2.383177651,-0.331550439,-0.535314187,-1.364261022,1.080556681,0.626246991,0.698019705,0.308797796,-0.31026674,-0.51850707
8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6,White,9.372060743,7.008520083,-4.102525361,-0.613858596,0.032587917,-0.495128777,1.822190737,1.00666135,-0.548787168,0.552093469,-0.386298209,-0.087247395,-0.036797581,-0.477411388
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,White,-6.99282876,-3.663750319,27.82992038,-3.165514743,-1.791550742,1.286552953,-0.122299997,-1.0141467,0.936432043,0.522692737,-1.060174144,0.961447252,-0.170852694,-0.697034678
6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5,White,-4.589530528,5.688139831,-6.777737451,-2.583327308,-1.799054166,0.029649264,-0.380454741,0.455329587,1.366367512,0.256952688,-1.007579745,0.049583209,0.849225239,-0.021923545
7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5,White,-20.30709139,21.91410714,-1.938009476,0.536528268,0.619816898,0.694028322,-0.986513005,0.327285666,-2.054049008,-0.774309625,-0.196217069,0.077983331,0.444338646,-0.011015094
7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6,White,-19.14805397,-2.491537271,-5.138222612,-0.563863295,-0.378333501,0.143273279,-0.289744028,-0.694954126,-1.20092967,-1.619168181,0.084327523,0.243910737,0.20650617,-0.054808398
7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,White,-11.85096274,1.180673679,28.72444,-3.748882293,-2.622322178,-1.26256755,0.499531301,-0.803184261,0.436632148,0.662506404,0.068785431,-0.599160175,-0.509940202,-0.321930766
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,White,-26.60952514,-0.422182704,9.903025517,-0.565874218,0.858271945,-0.1778522,-3.157399788,-0.166192673,0.047085491,-0.33773289,-1.411508352,-0.248695149,0.204188182,-0.475432397
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,White,-26.60958816,-0.422182017,9.902961087,-0.565874218,0.858271945,-0.1778522,-3.157399788,-0.166192673,0.047085491,-0.33773289,-1.411508352,-0.248695149,0.204188182,-0.475432397
9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5,White,1.792595892,-15.05742923,6.694379604,-0.639734362,-0.520629077,-1.422106248,-1.7227152,0.555678763,-0.450486803,0.305718426,-1.494767008,-0.667317594,-0.025019464,-0.487043321
8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,White,-22.48258199,-4.586191437,12.75027832,0.210994416,-0.262024422,-0.90220633,-1.215560849,0.375336382,-1.541821268,0.061725159,-0.560451781,-0.271029899,-0.153380596,-0.372083349
7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,White,-11.8508994,1.181047954,28.72491516,-3.748882293,-2.622322178,-1.26256755,0.499531301,-0.803184261,0.436632148,0.662506404,0.068785431,-0.599160175,-0.509940202,-0.321930766
6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5,White,8.050924494,7.555983612,-3.835362869,-1.788541173,-1.003577142,0.385854558,-0.303847926,0.875865936,-0.409099518,0.110378837,0.183710283,-0.53937983,0.138052073,0.161201223
6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6,White,9.683658835,15.96992957,-13.84935342,-2.459385141,-1.637810848,0.304211754,-0.18585901,-0.702548567,0.90753356,-1.040195751,0.086724665,0.025116007,0.186931846,0.109507139
7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6,White,-7.915964101,-17.95348973,17.37862498,-0.560046881,0.582664831,0.163228054,-1.088678263,-1.04425541,-0.259471748,-0.681537813,0.016561088,0.493962606,-0.448190743,-0.02327706
8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7,White,1.061949024,2.023223562,5.200395111,-2.245916565,-0.300069992,-0.545826902,1.061686034,-0.418411519,0.633690831,-0.481888354,-0.460752083,-0.724898797,-0.081046629,-0.236704607
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,White,14.87733012,-3.294328032,-22.40323957,-0.173225251,0.690035741,0.437888737,0.93163506,1.109945812,-0.867592441,-0.726864358,-0.000448034,-0.246902534,-0.011034985,-0.066601329
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,White,9.343560332,5.236475598,-8.732819719,0.511827147,1.308524639,0.046713906,2.994760755,0.800916591,-0.050301696,0.911398574,-0.077874437,-0.530680664,-0.354856666,0.171339343
8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6,White,-3.12490292,-17.96142239,-5.263953419,0.196198105,0.422324538,-0.003531241,-0.238483645,0.04975235,-0.106626614,0.591160046,0.714450971,-1.115944705,0.012540823,-0.053861683
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,White,9.343621599,5.236475625,-8.732845235,0.511827147,1.308524639,0.046713906,2.994760755,0.800916591,-0.050301696,0.911398574,-0.077874437,-0.530680664,-0.354856666,0.171339343
7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5,White,12.87110858,-16.39091498,-12.78530529,-0.78052579,-1.077768758,0.410064687,-0.820810286,0.749593032,-0.004595065,-1.168375594,-0.154454754,0.383171448,0.221683417,-0.44495245
7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,White,25.0601815,-15.02412486,-11.55280318,-1.970163075,-2.912500217,0.67430813,-0.224169657,-1.415284294,-0.192155332,-0.621048401,0.329854199,1.267768728,0.093046621,-0.069968397
7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,White,25.06031007,-15.02406263,-11.55298908,-1.970163075,-2.912500217,0.67430813,-0.224169657,-1.415284294,-0.192155332,-0.621048401,0.329854199,1.267768728,0.093046621,-0.069968397
6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6,White,-10.74004653,0.980621355,3.305371336,-2.586192182,-0.363819074,0.669490003,1.060000322,0.905637586,0.414066598,-0.297295873,0.529976011,-0.599591602,0.634909132,-0.122618763
6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5,White,9.958243742,-2.669079953,28.05431702,-0.703909611,-0.980007552,0.80999351,1.378592092,1.028039364,-1.586965217,0.317612855,0.754366975,0.490053061,-0.919935479,-0.484086563
8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6,White,19.74408721,-12.22818998,-5.087076597,-0.846957457,-0.566098048,0.326807355,0.266781926,-0.181037825,-0.608901518,-0.988688096,-0.540609982,-0.217652793,-0.253294316,-0.199646639
7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6,White,-19.70025778,-13.90027942,5.625707315,0.638756561,0.709838679,0.131682205,-0.327614274,0.155406656,0.018583796,-0.264219633,-0.563463554,-0.40534804,-0.120589488,-0.101436688
7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,6,White,-4.888572478,7.347110645,1.242952609,-2.79434058,-1.458659432,-0.307820798,0.289069195,-0.470333953,0.2189081,0.405512809,0.599048144,-0.935261115,0.191884059,0.186659532
