Date,Time,Lat,Lon,Base
8/9/2014,11:53:00,40.7537,-73.9677,B02512
8/9/2014,11:56:00,40.6952,-73.9927,B02512
8/9/2014,11:57:00,40.7429,-73.9946,B02512
8/9/2014,11:57:00,40.6883,-74.1804,B02512
8/9/2014,11:57:00,40.7513,-73.9399,B02512
8/9/2014,11:58:00,40.7484,-73.9158,B02512
8/9/2014,11:59:00,40.7206,-73.9622,B02512
8/9/2014,11:59:00,40.7401,-73.9802,B02512
8/9/2014,12:00:00,40.6991,-73.995,B02512
8/9/2014,12:02:00,40.7397,-73.995,B02512
8/9/2014,12:04:00,40.746,-73.9416,B02512
8/9/2014,12:04:00,40.5839,-73.9351,B02512
8/9/2014,12:05:00,40.7904,-73.9774,B02512
8/9/2014,12:06:00,40.774,-73.8718,B02512
8/9/2014,12:07:00,40.6852,-73.9774,B02512
8/9/2014,12:08:00,40.7379,-73.9977,B02512
8/9/2014,12:10:00,40.7428,-73.9963,B02512
8/9/2014,12:14:00,40.711,-73.9431,B02512
8/9/2014,12:16:00,40.7341,-73.9951,B02512
8/9/2014,12:20:00,40.7151,-74.0159,B02512
8/9/2014,12:23:00,40.7381,-74.0083,B02512
8/9/2014,12:27:00,40.7659,-73.9765,B02512
8/9/2014,12:29:00,40.6592,-73.9607,B02512
8/9/2014,12:31:00,40.7443,-73.9874,B02512
8/9/2014,12:31:00,40.7558,-73.9792,B02512
8/9/2014,12:31:00,40.6875,-73.972,B02512
8/9/2014,12:32:00,40.7828,-73.9476,B02512
8/9/2014,12:32:00,40.6468,-73.7891,B02512
8/9/2014,12:33:00,40.6908,-73.9959,B02512
8/9/2014,12:34:00,40.7205,-74.008,B02512
8/9/2014,12:36:00,40.7453,-74.0023,B02512
8/9/2014,12:37:00,40.7309,-73.992,B02512
8/9/2014,12:39:00,40.7112,-74.0107,B02512
8/9/2014,12:39:00,40.7347,-74.0444,B02512
8/9/2014,12:40:00,40.7576,-73.9837,B02512
8/9/2014,12:41:00,40.774,-73.8723,B02512
8/9/2014,12:41:00,40.7165,-74.0077,B02512
8/9/2014,12:41:00,40.6426,-73.7892,B02512
8/9/2014,12:43:00,40.7208,-73.9626,B02512
8/9/2014,12:43:00,40.7192,-73.9999,B02512
8/9/2014,12:43:00,40.7338,-73.954,B02512
8/9/2014,12:45:00,40.7296,-74.002,B02512
8/9/2014,12:45:00,40.7587,-73.977,B02512
8/9/2014,12:45:00,40.8177,-73.9434,B02512
8/9/2014,12:48:00,40.7783,-73.9607,B02512
8/9/2014,12:54:00,40.7448,-73.9989,B02512
8/9/2014,12:56:00,40.6456,-73.7767,B02512
8/9/2014,12:56:00,40.7685,-73.9848,B02512
8/9/2014,12:56:00,40.7381,-73.9808,B02512
8/9/2014,12:59:00,40.731,-73.9788,B02512
8/9/2014,13:00:00,40.6367,-74.0259,B02512
8/9/2014,13:01:00,40.739,-73.9995,B02512
8/9/2014,13:01:00,40.752,-73.9769,B02512
8/9/2014,13:04:00,40.7747,-73.9839,B02512
8/9/2014,13:05:00,40.7195,-74.0019,B02512
8/9/2014,13:06:00,40.7422,-73.9912,B02512
8/9/2014,13:06:00,40.7558,-73.8827,B02512
8/9/2014,13:06:00,40.7661,-73.9579,B02512
8/9/2014,13:08:00,40.7295,-73.9842,B02512
8/9/2014,13:09:00,40.7924,-73.9669,B02512
8/9/2014,13:10:00,40.7485,-73.99,B02512
8/9/2014,13:10:00,40.5838,-73.9581,B02512
8/9/2014,13:11:00,40.7749,-73.99,B02512
8/9/2014,13:14:00,40.6828,-73.9481,B02512
8/9/2014,13:15:00,40.669,-73.9095,B02512
8/9/2014,13:16:00,40.7238,-73.9782,B02512
8/9/2014,13:19:00,40.7627,-73.9679,B02512
8/9/2014,13:21:00,40.7155,-74.009,B02512
8/9/2014,13:21:00,40.7547,-73.9843,B02512
8/9/2014,13:23:00,40.7108,-73.9563,B02512
8/9/2014,13:25:00,40.687,-73.9968,B02512
8/9/2014,13:26:00,40.7608,-73.9985,B02512
8/9/2014,13:29:00,40.7338,-73.9749,B02512
8/9/2014,13:30:00,40.759,-73.968,B02512
8/9/2014,13:32:00,40.7426,-73.9844,B02512
8/9/2014,13:34:00,40.7555,-73.9754,B02512
8/9/2014,13:34:00,40.7314,-73.975,B02512
8/9/2014,13:34:00,40.7638,-73.9812,B02512
8/9/2014,13:36:00,40.7255,-73.992,B02512
8/9/2014,13:37:00,40.7601,-73.9835,B02512
8/9/2014,13:38:00,40.7764,-73.9896,B02512
8/9/2014,13:38:00,40.7369,-74.0036,B02512
8/9/2014,13:44:00,40.6456,-73.7767,B02512
8/9/2014,13:45:00,40.765,-73.98,B02512
8/9/2014,13:46:00,40.9395,-73.8841,B02512
8/9/2014,13:48:00,40.7102,-74.0111,B02512
8/9/2014,13:48:00,40.7709,-73.8661,B02512
8/9/2014,13:49:00,40.7475,-73.9769,B02512
8/9/2014,13:51:00,40.7383,-73.9835,B02512
8/9/2014,13:52:00,40.7274,-74.0073,B02512
8/9/2014,13:52:00,40.6978,-73.9967,B02512
8/9/2014,13:53:00,40.7201,-73.9551,B02512
8/9/2014,13:53:00,40.7057,-74.009,B02512
8/9/2014,13:54:00,40.7577,-73.9933,B02512
8/9/2014,13:59:00,40.7487,-74.0035,B02512
8/9/2014,13:59:00,40.7729,-73.9619,B02512
8/9/2014,14:00:00,40.7063,-74.0169,B02512
8/9/2014,14:03:00,40.7655,-73.9652,B02512
8/9/2014,14:04:00,40.584,-73.9385,B02512
8/9/2014,14:04:00,40.7221,-73.9985,B02512
8/9/2014,14:04:00,40.753,-74.004,B02512
8/9/2014,14:06:00,40.7494,-73.9924,B02512
8/9/2014,14:07:00,40.745,-73.989,B02512
8/9/2014,14:08:00,40.7711,-73.8657,B02512
8/9/2014,14:09:00,40.7706,-73.9664,B02512
8/9/2014,14:10:00,40.7438,-73.9857,B02512
8/9/2014,14:13:00,40.7287,-73.9544,B02512
8/9/2014,14:14:00,40.744,-73.9906,B02512
8/9/2014,14:15:00,40.7104,-74.0175,B02512
8/9/2014,14:18:00,40.7692,-73.9815,B02512
8/9/2014,14:19:00,40.7324,-73.988,B02512
8/9/2014,14:19:00,40.7207,-73.9947,B02512
8/9/2014,14:20:00,40.773,-73.8856,B02512
8/9/2014,14:21:00,40.7615,-73.988,B02512
8/9/2014,14:22:00,40.6458,-73.7767,B02512
8/9/2014,14:23:00,40.7904,-73.9772,B02512
8/9/2014,14:24:00,40.7824,-73.9717,B02512
8/9/2014,14:25:00,40.6632,-73.9505,B02512
8/9/2014,14:27:00,40.7578,-73.9713,B02512
8/9/2014,14:27:00,40.7383,-73.988,B02512
8/9/2014,14:29:00,40.774,-73.8724,B02512
8/9/2014,14:30:00,40.7168,-74.0323,B02512
8/9/2014,14:30:00,40.7168,-74.0323,B02512
8/9/2014,14:32:00,40.7618,-73.9974,B02512
8/9/2014,14:32:00,40.7421,-73.9908,B02512
8/9/2014,14:32:00,40.7514,-74.0035,B02512
8/9/2014,14:34:00,40.777,-73.9517,B02512
8/9/2014,14:34:00,40.7659,-73.9167,B02512
8/9/2014,14:36:00,40.759,-73.9962,B02512
8/9/2014,14:37:00,40.7074,-74.0029,B02512
8/9/2014,14:39:00,40.7666,-73.9239,B02512
8/9/2014,14:40:00,40.7225,-73.9888,B02512
8/9/2014,14:40:00,40.7888,-73.9764,B02512
8/9/2014,14:41:00,40.7279,-73.9863,B02512
8/9/2014,14:46:00,40.7381,-74.0042,B02512
8/9/2014,14:46:00,40.7402,-74.0078,B02512
8/9/2014,14:47:00,40.7469,-73.9907,B02512
8/9/2014,14:47:00,40.7928,-73.9194,B02512
8/9/2014,14:48:00,40.7587,-73.9608,B02512
8/9/2014,14:48:00,40.8128,-73.9412,B02512
8/9/2014,14:48:00,40.7352,-73.9854,B02512
8/9/2014,14:49:00,40.7698,-73.9821,B02512
8/9/2014,14:50:00,40.6449,-73.7818,B02512
8/9/2014,14:51:00,40.6448,-73.7823,B02512
8/9/2014,14:53:00,40.7601,-73.9904,B02512
8/9/2014,14:53:00,40.6484,-73.783,B02512
8/9/2014,14:54:00,40.6774,-73.9588,B02512
8/9/2014,14:56:00,40.7651,-73.9705,B02512
8/9/2014,14:56:00,40.7206,-74.0119,B02512
8/9/2014,14:56:00,40.7382,-73.9878,B02512
8/9/2014,14:57:00,40.6451,-73.9602,B02512
8/9/2014,14:59:00,40.7642,-73.967,B02512
8/9/2014,14:59:00,40.7635,-73.972,B02512
8/9/2014,15:03:00,40.7192,-74.0123,B02512
8/9/2014,15:03:00,40.7117,-74.0101,B02512
8/9/2014,15:03:00,40.7072,-74.0046,B02512
8/9/2014,15:04:00,40.7299,-73.9868,B02512
8/9/2014,15:05:00,40.7326,-74.0075,B02512
8/9/2014,15:05:00,40.6923,-73.991,B02512
8/9/2014,15:05:00,40.7196,-73.9638,B02512
8/9/2014,15:06:00,40.7325,-74.0095,B02512
8/9/2014,15:07:00,40.7407,-74.0077,B02512
8/9/2014,15:08:00,40.7645,-73.9721,B02512
8/9/2014,15:09:00,40.7467,-74.0016,B02512
8/9/2014,15:14:00,40.7271,-73.9487,B02512
8/9/2014,15:14:00,40.7611,-73.9578,B02512
8/9/2014,15:17:00,40.9411,-73.8135,B02512
8/9/2014,15:17:00,40.7261,-73.9981,B02512
8/9/2014,15:19:00,40.7552,-73.9711,B02512
8/9/2014,15:19:00,40.7585,-73.989,B02512
8/9/2014,15:22:00,40.7259,-73.9895,B02512
8/9/2014,15:22:00,40.7635,-73.97,B02512
8/9/2014,15:23:00,40.575,-73.9878,B02512
8/9/2014,15:24:00,40.7588,-73.9607,B02512
8/9/2014,15:25:00,40.7752,-73.9766,B02512
8/9/2014,15:25:00,40.7612,-73.9738,B02512
8/9/2014,15:29:00,40.738,-73.9741,B02512
8/9/2014,15:30:00,40.7213,-73.9893,B02512
8/9/2014,15:30:00,40.7829,-73.9739,B02512
8/9/2014,15:31:00,40.7446,-73.9888,B02512
8/9/2014,15:35:00,40.7158,-74.0076,B02512
8/9/2014,15:35:00,40.5836,-73.9426,B02512
8/9/2014,15:35:00,40.7092,-73.9473,B02512
8/9/2014,15:36:00,40.7673,-73.9588,B02512
8/9/2014,15:37:00,40.8426,-73.831,B02512
8/9/2014,15:38:00,40.7197,-73.9876,B02512
8/9/2014,15:38:00,40.7731,-74.0239,B02512
8/9/2014,15:42:00,40.7406,-74.0078,B02512
8/9/2014,15:43:00,40.7981,-73.9519,B02512
8/9/2014,15:45:00,40.7796,-73.9739,B02512
8/9/2014,15:47:00,40.7388,-74.0005,B02512
8/9/2014,15:49:00,40.7625,-73.9784,B02512
8/9/2014,15:50:00,40.7802,-73.9751,B02512
8/9/2014,15:55:00,40.7206,-73.9614,B02512
8/9/2014,15:55:00,40.7279,-73.9928,B02512
8/9/2014,15:55:00,40.7593,-73.9851,B02512
8/9/2014,15:56:00,40.7403,-73.9883,B02512
8/9/2014,15:58:00,40.7398,-73.9824,B02512
8/9/2014,15:59:00,40.7476,-74.0058,B02512
8/9/2014,16:00:00,40.7183,-74.0006,B02512
8/9/2014,16:00:00,40.7399,-74.0058,B02512
8/9/2014,16:00:00,40.7603,-73.9691,B02512
8/9/2014,16:01:00,40.7487,-74.0361,B02512
8/9/2014,16:01:00,40.7395,-73.8688,B02512
8/9/2014,16:01:00,40.5755,-73.9795,B02512
8/9/2014,16:01:00,40.7486,-74.0058,B02512
8/9/2014,16:02:00,40.7144,-74.0134,B02512
8/9/2014,16:02:00,40.7666,-73.9689,B02512
8/9/2014,16:03:00,40.7553,-74.0029,B02512
8/9/2014,16:04:00,40.6948,-74.1777,B02512
8/9/2014,16:04:00,40.6948,-74.1777,B02512
8/9/2014,16:04:00,40.7527,-73.9858,B02512
8/9/2014,16:05:00,40.7673,-73.9708,B02512
8/9/2014,16:06:00,40.7599,-73.9886,B02512
8/9/2014,16:08:00,40.7477,-73.9722,B02512
8/9/2014,16:09:00,40.7772,-73.9896,B02512
8/9/2014,16:09:00,40.7568,-73.9776,B02512
8/9/2014,16:09:00,40.7735,-73.9472,B02512
8/9/2014,16:10:00,40.7157,-74.0153,B02512
8/9/2014,16:10:00,40.6757,-73.6691,B02512
8/9/2014,16:11:00,40.7436,-73.9733,B02512
8/9/2014,16:13:00,40.7052,-74.0079,B02512
8/9/2014,16:13:00,40.7642,-73.9545,B02512
8/9/2014,16:14:00,40.7617,-73.975,B02512
8/9/2014,16:17:00,40.7207,-73.9802,B02512
8/9/2014,16:17:00,40.7396,-73.9826,B02512
8/9/2014,16:18:00,40.7192,-73.9971,B02512
8/9/2014,16:21:00,40.6705,-73.982,B02512
8/9/2014,16:22:00,40.7454,-73.9467,B02512
8/9/2014,16:23:00,40.7614,-73.9016,B02512
8/9/2014,16:23:00,40.7333,-73.9916,B02512
8/9/2014,16:24:00,40.7112,-74.0056,B02512
8/9/2014,16:25:00,40.7314,-74.0036,B02512
8/9/2014,16:27:00,40.7747,-73.9522,B02512
8/9/2014,16:27:00,40.3825,-74.1145,B02512
8/9/2014,16:27:00,40.7638,-73.9601,B02512
8/9/2014,16:28:00,40.71,-74.0114,B02512
8/9/2014,16:33:00,40.7479,-74.0046,B02512
8/9/2014,16:33:00,40.6398,-73.7436,B02512
8/9/2014,16:37:00,40.7553,-74.0313,B02512
8/9/2014,16:38:00,40.7216,-73.9839,B02512
8/9/2014,16:39:00,40.7133,-74.009,B02512
8/9/2014,16:40:00,40.7514,-73.9852,B02512
8/9/2014,16:40:00,40.7898,-73.9795,B02512
8/9/2014,16:41:00,40.7689,-73.8622,B02512
8/9/2014,16:42:00,40.7427,-73.992,B02512
8/9/2014,16:42:00,40.7817,-73.9847,B02512
8/9/2014,16:43:00,40.7829,-73.9529,B02512
8/9/2014,16:44:00,40.7214,-73.9838,B02512
8/9/2014,16:44:00,40.7565,-73.9831,B02512
8/9/2014,16:45:00,40.7676,-73.9381,B02512
8/9/2014,16:45:00,40.6439,-73.7864,B02512
8/9/2014,16:45:00,40.7568,-73.9845,B02512
8/9/2014,16:45:00,40.81,-74.3774,B02512
8/9/2014,16:46:00,40.7381,-74.0056,B02512
8/9/2014,16:47:00,40.752,-74.0235,B02512
8/9/2014,16:47:00,40.7678,-73.958,B02512
8/9/2014,16:47:00,40.7072,-74.0094,B02512
8/9/2014,16:50:00,40.7403,-74.008,B02512
8/9/2014,16:51:00,40.6621,-73.9925,B02512
8/9/2014,16:53:00,40.6445,-73.7828,B02512
8/9/2014,16:55:00,40.7128,-74.0078,B02512
8/9/2014,16:55:00,40.7191,-73.9497,B02512
8/9/2014,16:55:00,40.7432,-73.9742,B02512
8/9/2014,16:56:00,40.7363,-73.9932,B02512
8/9/2014,16:57:00,40.7605,-73.9874,B02512
8/9/2014,16:59:00,40.8258,-73.951,B02512
8/9/2014,16:59:00,40.758,-73.9745,B02512
8/9/2014,17:00:00,40.7401,-73.9957,B02512
8/9/2014,17:01:00,40.7409,-74.0077,B02512
8/9/2014,17:01:00,40.7219,-74.0042,B02512
8/9/2014,17:01:00,40.7219,-74.0042,B02512
8/9/2014,17:01:00,40.7528,-74.0234,B02512
8/9/2014,17:02:00,40.7391,-74.0293,B02512
8/9/2014,17:02:00,40.6435,-73.7898,B02512
8/9/2014,17:03:00,40.7487,-73.9959,B02512
8/9/2014,17:03:00,40.7255,-73.9574,B02512
8/9/2014,17:04:00,40.7049,-74.0151,B02512
8/9/2014,17:06:00,40.8134,-73.4853,B02512
8/9/2014,17:08:00,40.848,-74.1745,B02512
8/9/2014,17:10:00,40.7468,-73.9855,B02512
8/9/2014,17:10:00,40.7869,-73.942,B02512
8/9/2014,17:11:00,40.7492,-73.9762,B02512
8/9/2014,17:11:00,40.7539,-73.8279,B02512
8/9/2014,17:12:00,40.7403,-73.9894,B02512
8/9/2014,17:12:00,40.7225,-73.9978,B02512
8/9/2014,17:13:00,40.7384,-73.9862,B02512
8/9/2014,17:13:00,40.7286,-74.0052,B02512
8/9/2014,17:13:00,40.7559,-73.9724,B02512
8/9/2014,17:15:00,40.6975,-74.3714,B02512
8/9/2014,17:16:00,40.7624,-73.9742,B02512
8/9/2014,17:16:00,40.7616,-73.9748,B02512
8/9/2014,17:16:00,40.7207,-73.9952,B02512
8/9/2014,17:16:00,40.6748,-74.0163,B02512
8/9/2014,17:16:00,40.7352,-74.0016,B02512
8/9/2014,17:16:00,41.0006,-74.226,B02512
8/9/2014,17:17:00,40.7929,-73.9756,B02512
8/9/2014,17:21:00,40.7794,-73.9878,B02512
8/9/2014,17:21:00,40.7518,-74.0236,B02512
8/9/2014,17:22:00,40.7276,-74.0053,B02512
8/9/2014,17:22:00,40.7161,-74.0129,B02512
8/9/2014,17:25:00,40.7639,-73.9734,B02512
8/9/2014,17:26:00,40.7221,-73.9881,B02512
8/9/2014,17:26:00,40.7719,-73.9558,B02512
8/9/2014,17:28:00,40.7333,-73.9756,B02512
8/9/2014,17:29:00,40.7905,-73.8031,B02512
8/9/2014,17:30:00,40.672,-74.0108,B02512
8/9/2014,17:30:00,40.7241,-74.0079,B02512
8/9/2014,17:32:00,40.7413,-74.0059,B02512
8/9/2014,17:32:00,40.7438,-73.9878,B02512
8/9/2014,17:32:00,40.7491,-73.9882,B02512
8/9/2014,17:33:00,40.7263,-74.0091,B02512
8/9/2014,17:34:00,40.762,-73.9717,B02512
8/9/2014,17:34:00,40.7288,-73.9781,B02512
8/9/2014,17:35:00,40.7611,-73.9989,B02512
8/9/2014,17:37:00,40.6753,-74.0153,B02512
8/9/2014,17:38:00,40.7475,-74.0034,B02512
8/9/2014,17:38:00,40.7392,-74.008,B02512
8/9/2014,17:39:00,40.7593,-73.9863,B02512
8/9/2014,17:40:00,40.7174,-74.0139,B02512
8/9/2014,17:44:00,40.7109,-73.9684,B02512
8/9/2014,17:47:00,40.7167,-74.0128,B02512
8/9/2014,17:49:00,40.738,-74.0089,B02512
8/9/2014,17:50:00,40.6557,-74.0059,B02512
8/9/2014,17:50:00,40.7187,-74.006,B02512
8/9/2014,17:50:00,40.7187,-74.006,B02512
8/9/2014,17:52:00,40.724,-73.7879,B02512
8/9/2014,17:52:00,40.7583,-73.9754,B02512
8/9/2014,17:53:00,40.7259,-74.0058,B02512
8/9/2014,17:53:00,40.6521,-73.8708,B02512
8/9/2014,17:54:00,40.6852,-73.9887,B02512
8/9/2014,17:55:00,40.7442,-73.9822,B02512
8/9/2014,17:59:00,40.7556,-73.9825,B02512
8/9/2014,17:59:00,40.7457,-73.9938,B02512
8/9/2014,18:01:00,40.7504,-73.9855,B02512
8/9/2014,18:02:00,40.7643,-73.9612,B02512
8/9/2014,18:02:00,40.6707,-73.9335,B02512
8/9/2014,18:03:00,40.3453,-74.0555,B02512
8/9/2014,18:04:00,40.7232,-73.9991,B02512
8/9/2014,18:05:00,40.7425,-73.9781,B02512
8/9/2014,18:06:00,40.6936,-73.9646,B02512
8/9/2014,18:08:00,40.7475,-74.0057,B02512
8/9/2014,18:09:00,40.7459,-74.0053,B02512
8/9/2014,18:09:00,41.0353,-73.9914,B02512
8/9/2014,18:10:00,40.8516,-73.9371,B02512
8/9/2014,18:12:00,40.7099,-74.007,B02512
8/9/2014,18:12:00,40.7264,-74.0089,B02512
8/9/2014,18:12:00,40.7157,-74.0109,B02512
8/9/2014,18:13:00,40.7806,-73.9549,B02512
8/9/2014,18:14:00,40.7707,-73.9546,B02512
8/9/2014,18:15:00,40.7582,-73.9722,B02512
8/9/2014,18:16:00,40.6832,-73.9598,B02512
8/9/2014,18:16:00,40.7727,-73.9161,B02512
8/9/2014,18:17:00,40.7252,-74.0101,B02512
8/9/2014,18:18:00,40.744,-73.9836,B02512
8/9/2014,18:18:00,40.7447,-73.9949,B02512
8/9/2014,18:19:00,40.7236,-74.0108,B02512
8/9/2014,18:19:00,40.6781,-73.9846,B02512
8/9/2014,18:20:00,40.7632,-73.9856,B02512
8/9/2014,18:22:00,40.7637,-73.9964,B02512
8/9/2014,18:23:00,40.7629,-74.022,B02512
8/9/2014,18:24:00,40.7239,-74.0033,B02512
8/9/2014,18:25:00,40.7216,-73.9947,B02512
8/9/2014,18:29:00,40.7108,-73.9677,B02512
8/9/2014,18:32:00,40.7681,-73.9825,B02512
8/9/2014,18:32:00,40.6923,-73.9547,B02512
8/9/2014,18:33:00,40.742,-74.0037,B02512
8/9/2014,18:38:00,40.7387,-74.0088,B02512
8/9/2014,18:40:00,40.7742,-73.9839,B02512
8/9/2014,18:41:00,40.7387,-73.9899,B02512
8/9/2014,18:42:00,40.7343,-73.9934,B02512
8/9/2014,18:42:00,40.7455,-73.9854,B02512
8/9/2014,18:42:00,40.7766,-73.9562,B02512
8/9/2014,18:44:00,40.7311,-73.9912,B02512
8/9/2014,18:44:00,40.7201,-74.0053,B02512
8/9/2014,18:45:00,40.7653,-73.9649,B02512
8/9/2014,18:45:00,40.7404,-74.0056,B02512
8/9/2014,18:46:00,40.7427,-73.9866,B02512
8/9/2014,18:46:00,40.6418,-73.7889,B02512
8/9/2014,18:46:00,40.741,-74.0055,B02512
8/9/2014,18:47:00,40.7023,-73.9866,B02512
8/9/2014,18:48:00,40.7742,-73.9632,B02512
8/9/2014,18:51:00,40.6442,-73.9102,B02512
8/9/2014,18:51:00,40.7452,-73.9826,B02512
8/9/2014,18:52:00,40.7198,-74.0051,B02512
8/9/2014,18:52:00,40.7138,-73.9938,B02512
8/9/2014,18:54:00,40.7244,-74.002,B02512
8/9/2014,18:55:00,40.756,-73.9965,B02512
8/9/2014,18:56:00,40.7236,-74.0094,B02512
8/9/2014,18:56:00,40.7748,-73.9545,B02512
8/9/2014,18:57:00,40.7688,-73.9696,B02512
8/9/2014,18:57:00,40.7592,-73.986,B02512
8/9/2014,18:57:00,40.7571,-74.0012,B02512
8/9/2014,18:57:00,40.7571,-74.0012,B02512
8/9/2014,18:59:00,40.7099,-73.8474,B02512
8/9/2014,18:59:00,40.7333,-74.0018,B02512
8/9/2014,19:01:00,40.7098,-74.0137,B02512
8/9/2014,19:02:00,40.6912,-73.9665,B02512
8/9/2014,19:03:00,40.765,-73.9771,B02512
8/9/2014,19:04:00,40.7783,-73.9888,B02512
8/9/2014,19:07:00,40.7721,-73.9657,B02512
8/9/2014,19:07:00,40.6527,-73.9731,B02512
8/9/2014,19:09:00,40.7642,-74.0478,B02512
8/9/2014,19:09:00,40.7329,-73.9961,B02512
8/9/2014,19:10:00,40.7639,-73.9742,B02512
8/9/2014,19:10:00,40.7269,-73.9964,B02512
8/9/2014,19:10:00,40.7422,-73.9968,B02512
8/9/2014,19:11:00,40.7111,-74.0149,B02512
8/9/2014,19:15:00,40.8029,-73.9564,B02512
8/9/2014,19:15:00,40.7713,-73.982,B02512
8/9/2014,19:16:00,40.7405,-73.9793,B02512
8/9/2014,19:16:00,40.7683,-73.9847,B02512
8/9/2014,19:17:00,40.6874,-73.9858,B02512
8/9/2014,19:18:00,40.7661,-73.9911,B02512
8/9/2014,19:18:00,40.7447,-73.991,B02512
8/9/2014,19:20:00,40.7094,-74.0065,B02512
8/9/2014,19:20:00,40.7817,-73.5501,B02512
8/9/2014,19:20:00,40.7645,-73.9957,B02512
8/9/2014,19:20:00,40.7368,-73.9948,B02512
8/9/2014,19:21:00,40.7616,-73.9698,B02512
8/9/2014,19:22:00,40.7565,-73.9693,B02512
8/9/2014,19:23:00,40.7508,-73.9977,B02512
8/9/2014,19:23:00,40.7269,-73.9888,B02512
8/9/2014,19:24:00,40.7652,-73.9623,B02512
8/9/2014,19:26:00,40.6485,-73.7829,B02512
8/9/2014,19:28:00,40.6917,-74.1771,B02512
8/9/2014,19:31:00,40.7677,-73.9914,B02512
8/9/2014,19:32:00,40.7791,-73.9767,B02512
8/9/2014,19:32:00,40.7845,-73.9832,B02512
8/9/2014,19:32:00,40.6645,-73.9771,B02512
8/9/2014,19:33:00,40.7956,-73.9366,B02512
8/9/2014,19:34:00,40.7255,-73.9765,B02512
8/9/2014,19:34:00,40.765,-73.9473,B02512
8/9/2014,19:34:00,40.6863,-73.979,B02512
8/9/2014,19:34:00,40.5746,-73.9878,B02512
8/9/2014,19:37:00,40.7265,-74.0091,B02512
8/9/2014,19:37:00,40.6607,-73.8036,B02512
8/9/2014,19:41:00,40.6911,-73.9517,B02512
8/9/2014,19:41:00,40.7724,-73.9567,B02512
8/9/2014,19:42:00,40.7751,-73.9634,B02512
8/9/2014,19:44:00,40.6761,-73.9485,B02512
8/9/2014,19:47:00,40.7128,-73.9886,B02512
8/9/2014,19:47:00,40.725,-73.9942,B02512
8/9/2014,19:47:00,40.7753,-73.9627,B02512
8/9/2014,19:47:00,40.7867,-73.4825,B02512
8/9/2014,19:48:00,40.761,-73.9735,B02512
8/9/2014,19:49:00,40.7168,-73.9656,B02512
8/9/2014,19:50:00,40.7781,-73.9576,B02512
8/9/2014,19:50:00,40.6802,-73.8342,B02512
8/9/2014,19:51:00,40.7561,-73.9876,B02512
8/9/2014,19:52:00,40.7698,-73.9842,B02512
8/9/2014,19:52:00,40.1804,-74.0148,B02512
8/9/2014,19:52:00,40.7685,-73.9582,B02512
8/9/2014,19:52:00,40.7961,-73.9195,B02512
8/9/2014,19:52:00,40.7368,-73.989,B02512
8/9/2014,19:55:00,40.741,-74.0018,B02512
8/9/2014,19:56:00,40.747,-73.9874,B02512
8/9/2014,19:56:00,40.7726,-73.9529,B02512
8/9/2014,19:56:00,40.7642,-73.9691,B02512
8/9/2014,19:57:00,40.7445,-73.9912,B02512
8/9/2014,19:58:00,40.7475,-73.9485,B02512
8/9/2014,19:59:00,40.8181,-73.9607,B02512
8/9/2014,19:59:00,40.7478,-73.9807,B02512
8/9/2014,20:00:00,40.769,-73.9586,B02512
8/9/2014,20:01:00,40.767,-73.9625,B02512
8/9/2014,20:01:00,40.784,-73.9778,B02512
8/9/2014,20:01:00,40.7614,-73.9577,B02512
8/9/2014,20:01:00,40.7571,-73.9829,B02512
8/9/2014,20:05:00,40.7296,-73.9988,B02512
8/9/2014,20:07:00,40.7353,-74.0004,B02512
8/9/2014,20:07:00,40.7267,-73.9958,B02512
8/9/2014,20:07:00,40.755,-73.974,B02512
8/9/2014,20:08:00,40.7277,-73.9855,B02512
8/9/2014,20:10:00,40.6813,-73.965,B02512
8/9/2014,20:10:00,40.7967,-73.3508,B02512
8/9/2014,20:11:00,40.7194,-73.9848,B02512
8/9/2014,20:12:00,40.7688,-73.9586,B02512
8/9/2014,20:12:00,40.7536,-73.9744,B02512
8/9/2014,20:17:00,40.7625,-74.0002,B02512
8/9/2014,20:17:00,40.7251,-73.9932,B02512
8/9/2014,20:19:00,40.7327,-73.996,B02512
8/9/2014,20:19:00,40.6876,-73.9986,B02512
8/9/2014,20:19:00,40.7199,-74.0075,B02512
8/9/2014,20:20:00,40.6527,-74.0032,B02512
8/9/2014,20:21:00,40.7486,-74.0058,B02512
8/9/2014,20:21:00,40.7486,-74.0058,B02512
8/9/2014,20:21:00,40.7599,-73.9878,B02512
8/9/2014,20:21:00,40.7846,-73.9775,B02512
8/9/2014,20:22:00,40.7443,-73.9961,B02512
8/9/2014,20:23:00,40.7351,-73.989,B02512
8/9/2014,20:27:00,40.759,-73.9762,B02512
8/9/2014,20:27:00,40.7439,-73.9759,B02512
8/9/2014,20:27:00,40.7335,-74.0078,B02512
8/9/2014,20:28:00,40.7296,-73.9966,B02512
8/9/2014,20:28:00,40.7317,-73.9874,B02512
8/9/2014,20:28:00,40.7349,-73.989,B02512
8/9/2014,20:30:00,40.7635,-73.9674,B02512
8/9/2014,20:30:00,40.8977,-73.9045,B02512
8/9/2014,20:34:00,40.7637,-73.9775,B02512
8/9/2014,20:34:00,40.7696,-73.9858,B02512
8/9/2014,20:36:00,40.7975,-73.9693,B02512
8/9/2014,20:37:00,40.7185,-74.0389,B02512
